player,team,age,lt_5_ft_fgm,lt_5_ft_fga,lt_5_ft_fgpct,5_9_ft_fgm,5_9_ft_fga,5_9_ft_fgpct,10_14_ft_fgm,10_14_ft_fga,10_14_ft_fgpct,15_19_ft_fgm,15_19_ft_fga,15_19_ft_fgpct,20_24_ft_fgm,20_24_ft_fga,20_24_ft_fgpct,25_29_ft_fgm,25_29_ft_fga,25_29_ft_fgpct
Scotty Pippen Jr.,MEM,24,1.9,2.9,63.4,0.4,1.1,36.5,0.2,0.4,39.1,0.0,0.1,0.0,0.4,1.1,36.5,0.6,1.5,36.5
Seth Curry,CHA,34,0.3,0.5,63.6,0.1,0.3,33.3,0.2,0.5,36.4,0.5,0.9,54.1,0.6,1.2,54.7,0.6,1.5,38.8
Shaedon Sharpe,POR,21,2.6,4.1,64.3,0.4,0.9,40.5,0.6,1.2,52.5,0.6,1.4,41.8,0.8,2.6,29.8,1.3,3.8,32.6
Shai Gilgeous-Alexander,OKC,26,4.6,6.5,70.4,1.4,3.1,45.6,2.1,3.8,55.7,1.0,2.0,47.3,0.3,1.1,23.7,1.9,4.8,38.3
Shake Milton,LAL,28,0.7,1.2,59.2,0.3,0.7,45.2,0.3,0.7,50.0,0.1,0.1,75.0,0.4,1.0,37.5,0.4,1.1,35.6
Sidy Cissoko,POR,20,0.4,0.6,75.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,66.7,0.1,0.3,25.0
Simone Fontecchio,DET,29,0.6,1.2,50.8,0.2,0.4,45.0,0.1,0.2,50.0,0.1,0.2,30.0,0.4,1.4,30.1,0.6,1.8,35.9
Spencer Dinwiddie,DAL,31,0.9,1.7,56.0,0.6,1.4,45.9,0.3,0.7,38.9,0.1,0.2,53.8,0.4,1.4,29.9,0.9,2.6,35.9
Spencer Jones,DEN,23,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,100,0.0,0.6,0.0,0.1,0.3,50.0
Stanley Umude,MIL,25,0.1,0.2,50.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.5,14.3,0.0,0.2,0.0
Stephen Curry,GSW,36,1.5,2.7,57.6,0.8,1.7,44.4,0.5,1.1,45.3,0.6,1.0,57.8,0.7,2.0,37.0,3.4,8.4,39.9
Stephon Castle,SAS,20,2.7,4.5,60.6,0.3,1.1,28.3,0.2,0.7,33.3,0.2,0.6,36.4,0.4,1.2,32.3,0.7,2.7,25.7
Steven Adams,HOU,31,1.1,1.9,55.4,0.3,0.6,54.5,0.1,0.2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Svi Mykhailiuk,UTA,27,0.9,1.3,70.4,0.2,0.7,35.7,0.2,0.4,44.4,0.0,0.1,33.3,0.9,2.4,35.3,1.3,3.8,35.0
T.J. McConnell,IND,32,2.1,3.3,62.7,1.1,2.0,53.7,0.8,1.7,44.6,0.3,0.7,36.8,0.1,0.2,46.2,0.1,0.3,16.7
Taj Gibson,CHA,39,0.8,1.7,48.8,0.2,0.5,40.0,0.0,0.3,16.7,0.1,0.2,75.0,0.0,0.1,50.0,0.0,0.0,0.0
Talen Horton-Tucker,CHI,24,1.1,2.2,51.2,0.2,0.4,53.3,0.1,0.1,50.0,0.0,0.0,0.0,0.3,0.7,37.0,0.5,1.4,38.2
Tari Eason,HOU,23,3.0,4.7,64.4,0.1,0.7,20.0,0.2,0.6,33.3,0.1,0.2,25.0,0.6,1.5,37.5,0.5,1.5,33.3
Taurean Prince,MIL,30,0.7,1.4,53.3,0.1,0.4,20.0,0.1,0.2,30.8,0.1,0.1,50.0,1.1,2.3,45.6,0.8,1.7,49.5
Taylor Hendricks,UTA,21,0.3,1.0,33.3,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,1.0,2.7,37.5,0.0,1.3,0.0
Taze Moore,POR,26,0.5,1.5,33.3,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,33.3
Terance Mann,ATL,28,1.2,2.0,61.3,0.1,0.4,18.8,0.3,0.6,45.8,0.1,0.2,30.0,0.5,1.1,45.7,0.2,0.9,24.3
Terrence Shannon Jr.,MIN,24,0.8,1.4,60.9,0.2,0.4,50.0,0.1,0.1,100,0.0,0.2,0.0,0.2,0.9,23.1,0.1,0.3,25.0
Terry Rozier,MIA,30,1.7,2.9,57.6,0.5,1.5,36.6,0.3,0.7,48.5,0.2,0.4,42.1,1.0,3.2,32.3,0.8,2.3,33.0
Thomas Bryant,IND,27,1.4,2.2,67.1,0.2,0.3,53.8,0.2,0.3,72.7,0.0,0.1,50.0,0.4,0.9,45.5,0.3,1.2,28.3
Tidjane Salaün,CHA,19,0.7,1.4,50.0,0.0,0.5,5.0,0.0,0.2,0.0,0.0,0.1,25.0,0.3,0.9,38.9,0.6,2.1,26.1
Tim Hardaway Jr.,DET,32,0.6,0.8,67.4,0.2,0.5,36.0,0.3,0.7,47.1,0.3,0.7,35.1,0.8,2.1,36.7,1.4,3.6,38.0
Tobias Harris,DET,32,1.9,2.8,69.5,1.0,2.3,43.2,0.8,1.6,51.2,0.2,0.7,27.8,0.9,2.3,38.1,0.4,1.5,25.9
Torrey Craig,BOS,34,0.4,0.5,80.0,0.2,0.3,66.7,0.1,0.1,100,0.0,0.0,0.0,0.5,1.3,35.7,1.1,2.2,50.0
Tosan Evbuomwan,BKN,24,1.7,2.4,70.2,0.5,1.9,27.0,0.5,0.8,62.5,0.0,0.2,0.0,0.5,1.5,30.0,0.4,1.1,31.8
Toumani Camara,POR,24,2.1,3.8,55.6,0.2,0.5,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.4,34.6,0.6,1.7,38.9
Trae Young,ATL,26,2.0,3.7,54.1,1.1,2.5,45.0,1.0,2.1,46.8,0.2,0.5,37.0,0.8,2.2,35.4,1.9,5.3,35.3
Trayce Jackson-Davis,GSW,25,2.9,4.6,63.4,0.3,0.9,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tre Jones,CHI,25,1.2,1.8,63.8,0.3,0.6,40.0,0.0,0.2,16.7,0.0,0.0,0.0,0.2,0.6,27.8,0.1,0.3,30.0
Tre Mann,CHA,24,1.8,4.3,41.1,1.1,1.6,66.7,0.5,1.2,37.5,0.2,0.5,50.0,0.5,1.4,38.9,1.3,3.2,40.5
Trendon Watford,BKN,24,1.6,3.0,54.4,1.1,2.0,52.6,0.1,0.3,16.7,0.0,0.1,0.0,0.3,0.9,35.3,0.4,1.1,35.0
Trentyn Flowers,LAC,19,1.5,3.0,50.0,0.0,0.0,0.0,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0
Trevelin Queen,ORL,27,0.8,1.6,51.4,0.2,0.6,36.4,0.0,0.2,25.0,0.1,0.1,50.0,0.3,1.0,28.6,0.4,1.6,27.0
Trey Alexander,DEN,21,0.1,0.2,33.3,0.0,0.2,0.0,0.2,0.3,50.0,0.2,0.4,40.0,0.1,0.2,66.7,0.0,0.4,0.0
Trey Jemison III,LAL,25,0.9,1.5,59.5,0.1,0.5,30.0,0.0,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trey Lyles,SAC,29,0.7,1.3,51.6,0.0,0.1,33.3,0.1,0.1,66.7,0.1,0.1,75.0,0.6,1.5,38.0,0.6,2.1,29.5
Trey Murphy III,NOP,24,3.1,4.5,68.7,0.6,1.8,34.2,0.4,1.0,36.8,0.0,0.1,20.0,1.1,2.6,41.9,2.1,5.5,38.5
Tristan Thompson,CLE,33,0.6,1.0,57.1,0.2,0.4,45.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Tristan Vukcevic,WAS,21,0.9,1.0,86.7,0.2,0.6,25.0,0.2,0.3,66.7,0.3,0.4,66.7,0.1,0.3,50.0,0.4,1.3,30.0
Tristan da Silva,ORL,23,1.4,2.4,57.4,0.3,0.7,47.4,0.1,0.2,38.5,0.0,0.2,10.0,0.7,1.9,35.2,0.6,1.7,32.6
Tristen Newton,MIN,23,0.2,0.2,100,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Ty Jerome,CLE,27,0.9,1.7,53.5,1.0,1.6,61.2,0.7,1.1,60.3,0.1,0.2,58.3,0.4,0.9,46.7,0.9,2.0,47.6
TyTy Washington Jr.,PHX,23,0.1,0.4,33.3,0.5,0.8,60.0,0.5,1.3,37.5,0.2,0.2,100,0.1,0.9,16.7,0.3,1.3,22.2
Tyler Herro,MIA,25,2.1,3.5,60.3,1.4,2.3,58.7,0.7,1.3,55.1,0.4,0.9,44.4,0.8,2.0,43.1,2.7,7.2,37.5
Tyler Kolek,NYK,23,0.1,0.3,28.6,0.1,0.3,28.6,0.1,0.2,50.0,0.1,0.1,100,0.2,0.4,54.5,0.2,0.6,31.3
Tyler Smith,MIL,20,0.5,0.7,63.6,0.2,0.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,36.4,0.2,0.7,33.3
Tyrese Haliburton,IND,24,1.4,1.9,69.9,0.6,1.3,50.7,0.6,1.3,47.1,0.6,1.2,53.2,0.6,1.6,38.6,2.3,6.0,37.8
Tyrese Martin,BKN,25,0.9,1.2,69.8,0.3,0.9,36.4,0.1,0.5,29.4,0.1,0.2,33.3,0.7,2.0,33.3,0.9,2.5,35.6
Tyrese Maxey,PHI,24,3.9,6.8,57.1,1.2,2.6,47.1,0.7,1.3,52.5,0.4,0.9,40.9,0.6,1.6,37.3,2.8,7.7,35.8
Tyus Jones,PHX,28,0.8,1.2,68.8,0.6,1.2,45.5,0.6,1.4,43.8,0.1,0.2,27.3,1.1,2.4,44.2,1.0,2.7,37.0
Ulrich Chomche,TOR,19,0.1,0.3,50.0,0.0,0.2,0.0,0.2,0.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vasilije Micić,PHX,31,0.8,1.6,46.6,0.2,0.8,21.4,0.1,0.6,17.4,0.3,0.9,33.3,0.2,0.6,38.1,1.1,3.1,35.4
Victor Wembanyama,SAS,21,3.6,5.0,72.1,0.7,1.3,51.7,0.6,1.4,43.8,0.8,1.7,45.0,0.5,1.5,34.3,2.3,6.8,34.6
Vince Williams Jr.,MEM,24,1.3,2.3,56.3,0.1,0.7,20.0,0.1,0.3,50.0,0.1,0.1,100,0.3,1.4,20.0,0.3,1.1,25.0
Vlatko Čančar,DEN,27,0.8,1.3,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,100,0.0,0.3,0.0
Vít Krejčí,ATL,24,0.7,1.2,60.4,0.2,0.3,58.3,0.1,0.1,40.0,0.0,0.1,0.0,0.6,1.4,40.0,0.9,2.4,40.0
Walker Kessler,UTA,23,4.5,6.0,75.0,0.3,0.5,47.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,66.7,0.0,0.0,0.0
Wendell Carter Jr.,ORL,25,2.0,2.8,70.1,0.2,0.6,37.9,0.2,0.6,44.0,0.3,0.7,38.7,0.2,0.9,17.9,0.3,1.4,21.0
Wendell Moore Jr.,CHA,23,0.7,1.3,54.2,0.2,0.4,57.1,0.1,0.2,25.0,0.1,0.2,33.3,0.2,0.6,27.3,0.1,0.3,20.0
Xavier Tillman,BOS,26,0.2,0.4,54.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,10.0,0.1,0.5,23.1
Yuki Kawamura,MEM,23,0.1,0.1,50.0,0.0,0.0,0.0,0.1,0.2,50.0,0.3,0.3,100,0.0,0.1,0.0,0.2,0.8,28.6
Yves Missi,NOP,20,3.2,5.6,56.9,0.2,0.7,33.3,0.0,0.1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zaccharie Risacher,ATL,19,2.3,4.1,56.8,0.4,1.0,39.2,0.1,0.4,31.8,0.0,0.1,33.3,0.9,2.4,35.8,0.5,2.0,27.1
Zach Collins,CHI,27,1.0,1.7,57.8,0.2,0.5,47.1,0.0,0.1,33.3,0.0,0.0,0.0,0.2,0.5,31.6,0.3,0.9,30.3
Zach Edey,MEM,22,2.9,4.1,71.3,0.4,1.2,34.6,0.1,0.2,33.3,0.0,0.0,0.0,0.2,0.5,31.8,0.2,0.5,40.9
Zach LaVine,SAC,29,3.8,5.7,66.7,0.3,0.6,44.8,0.3,0.8,41.5,0.6,1.4,39.4,1.3,2.8,46.0,2.0,5.0,39.8
Zeke Nnaji,DEN,24,0.9,1.3,73.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,100,0.2,0.6,33.3,0.0,0.3,0.0
Ziaire Williams,BKN,23,1.7,3.0,54.4,0.1,0.4,25.0,0.1,0.2,33.3,0.0,0.1,0.0,0.6,2.1,26.4,0.7,1.9,38.0
Zion Williamson,NOP,24,6.4,10.1,63.9,2.5,5.2,48.0,0.4,0.9,38.9,0.0,0.1,0.0,0.0,0.2,0.0,0.2,0.4,42.9
