id,player,Age,Pos,Games,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,salary_rank,salary_2024_25,salary_2025_26,salary_2026_27,salary_2027_28,salary_2028_29,salary_2029_30,salary_guaranteed,salary_years,age,lt_5_ft_fgm,lt_5_ft_fga,lt_5_ft_fgpct,5_9_ft_fgm,fga_5_9_ft,5_9_ft_fgpct,10_14_ft_fgm,fga_10_14_ft,10_14_ft_fgpct,15_19_ft_fgm,fga_15_19_ft,15_19_ft_fgpct,20_24_ft_fgm,fga_20_24_ft,20_24_ft_fgpct,25_29_ft_fgm,fga_25_29_ft,25_29_ft_fgpct,team
321,Kevin Love,36.0,PF,19.0,6.0,10.9,1.8,5.2,0.354,1.1,3.1,0.362,0.7,2.2,0.341,0.46,0.7,1.0,0.684,0.9,3.2,4.1,1.0,0.7,0.1,0.7,0.9,5.5,279.0,3850000.0,4150000.0,,,,,8000000.0,2.0,36.0,0.6,1.6,40.0,0.1,0.3,16.7,0.0,0.1,0.0,0.0,0.0,0.0,0.2,1.2,18.2,0.9,2.0,47.2,MIA
322,Kevin Porter Jr.,24.0,SG,50.0,2.0,19.4,3.8,8.8,0.433,0.5,2.2,0.248,3.3,6.6,0.494,0.464,1.2,1.8,0.67,0.6,2.9,3.5,3.2,1.0,0.2,1.8,1.6,9.4,347.0,3237691.0,2546675.0,,,,,2237691.0,2.0,24.0,1.3,2.2,60.7,0.5,1.2,42.6,0.7,1.4,47.1,0.6,1.6,40.3,0.3,0.7,45.5,0.4,1.8,20.7,MIL
323,Kevon Looney,28.0,C,51.0,6.0,16.0,2.1,4.2,0.505,0.0,0.0,0.0,2.1,4.2,0.509,0.505,0.7,1.4,0.543,2.9,3.9,6.8,1.8,0.7,0.4,0.6,2.2,5.0,196.0,8000000.0,,,,,,8000000.0,1.0,29.0,1.9,3.2,58.4,0.1,0.4,22.7,0.1,0.2,27.3,0.1,0.3,26.7,0.0,0.0,0.0,0.0,0.0,0.0,GSW
324,Keyonte George,21.0,PG,46.0,32.0,31.5,5.5,13.5,0.404,2.6,7.6,0.348,2.8,6.0,0.474,0.501,3.3,4.1,0.794,0.4,3.3,3.7,6.0,0.7,0.2,2.8,1.8,16.8,270.0,4084200.0,4278960.0,6563925.0,,,,8363160.0,3.0,21.0,1.2,2.0,60.9,0.8,2.0,40.9,0.6,1.3,44.8,0.1,0.5,23.8,1.0,2.2,45.4,1.6,5.5,30.0,UTA
325,Khris Middleton,33.0,SF,24.0,8.0,23.3,4.7,9.2,0.507,1.5,3.8,0.4,3.2,5.5,0.58,0.588,1.8,2.0,0.857,0.2,3.5,3.8,4.3,0.8,0.2,1.6,2.3,12.6,48.0,31000000.0,33296296.0,,,,,31000000.0,2.0,33.0,0.6,1.0,60.0,0.8,1.3,61.3,0.8,1.3,56.3,0.8,1.3,59.4,0.5,1.3,40.6,1.2,2.7,43.1,WAS
326,Killian Hayes,23.0,PG,2.0,1.0,24.0,1.5,4.5,0.333,0.0,1.5,0.0,1.5,3.0,0.5,0.333,1.0,2.0,0.5,0.0,2.5,2.5,4.5,0.0,1.0,1.0,2.0,4.0,,,,,,,,,,23.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,BKN
327,Klay Thompson,34.0,SF,50.0,50.0,27.2,5.0,11.9,0.415,3.1,7.7,0.395,1.9,4.2,0.452,0.544,0.8,0.9,0.907,0.6,2.9,3.5,2.0,0.8,0.5,1.4,1.3,13.8,107.0,15873016.0,16666667.0,17460317.0,,,,50000000.0,3.0,35.0,0.7,1.0,64.0,0.2,0.7,31.3,0.4,1.0,38.8,0.5,1.1,41.8,1.5,4.1,36.2,1.8,4.1,43.8,DAL
328,Kobe Brown,25.0,PF,24.0,0.0,7.8,1.1,2.3,0.481,0.2,0.8,0.211,0.9,1.5,0.629,0.519,0.2,0.2,0.8,0.6,1.4,2.0,0.7,0.2,0.1,0.3,0.7,2.5,331.0,2533920.0,2654880.0,4792059.0,,,,5188800.0,3.0,25.0,0.9,1.2,74.1,0.1,0.2,50.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.3,33.3,0.1,0.6,16.7,LAC
329,Kobe Bufkin,21.0,SG,10.0,0.0,12.4,1.8,4.7,0.383,0.4,1.9,0.211,1.4,2.8,0.5,0.426,1.3,1.8,0.722,0.5,1.6,2.1,1.7,0.3,0.2,0.8,0.9,5.3,265.0,4299000.0,4503720.0,6904203.0,,,,8802720.0,3.0,21.0,0.8,1.7,47.1,0.4,0.4,100.0,0.1,0.4,25.0,0.1,0.2,50.0,0.2,0.9,22.2,0.2,1.0,20.0,ATL
330,Kris Dunn,30.0,PG,49.0,33.0,23.0,2.4,5.7,0.416,0.9,3.0,0.31,1.5,2.8,0.529,0.496,0.1,0.3,0.5,0.9,2.7,3.5,2.9,1.7,0.3,1.1,2.6,5.8,241.0,5168000.0,5426400.0,5684800.0,,,,10594400.0,3.0,30.0,0.8,1.3,61.3,0.4,0.9,44.4,0.2,0.4,47.6,0.0,0.1,25.0,0.4,1.5,30.0,0.5,1.5,35.2,LAC
331,Kris Murray,24.0,SF,47.0,1.0,13.4,1.6,3.6,0.452,0.4,1.5,0.275,1.2,2.1,0.576,0.509,0.3,0.8,0.421,1.0,1.1,2.1,0.9,0.4,0.2,0.5,0.9,4.0,309.0,2990040.0,3132000.0,5315004.0,,,,6122040.0,3.0,24.0,1.2,2.0,61.4,0.0,0.2,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,31.1,0.1,0.5,25.0,POR
332,Kristaps Porziņģis,29.0,C,31.0,31.0,29.0,6.5,13.7,0.476,2.4,6.1,0.399,4.1,7.6,0.538,0.565,3.7,4.5,0.823,1.6,5.3,6.9,2.0,0.8,1.6,1.2,2.8,19.2,55.0,29268293.0,30731707.0,,,,,60000000.0,2.0,29.0,2.3,3.3,70.7,1.0,2.0,48.3,0.4,1.4,31.0,0.3,0.8,40.0,0.2,0.6,36.8,1.9,4.6,41.6,BOS
333,Kyle Anderson,31.0,PF,40.0,4.0,14.9,2.1,4.7,0.441,0.5,1.4,0.352,1.6,3.4,0.478,0.492,0.5,0.8,0.636,0.9,2.3,3.2,2.2,0.7,0.6,0.5,1.1,5.2,184.0,8780488.0,9219512.0,9658536.0,,,,18000000.0,3.0,31.0,0.8,1.2,66.7,0.6,1.5,43.1,0.1,0.4,26.7,0.1,0.4,23.1,0.3,0.7,39.3,0.2,0.6,36.4,MIA
334,Kyle Filipowski,21.0,C,46.0,10.0,18.2,2.5,5.0,0.513,0.7,2.0,0.337,1.9,3.0,0.632,0.581,1.0,1.5,0.62,1.2,3.6,4.8,1.8,0.5,0.1,1.1,2.0,6.7,306.0,3000000.0,3000000.0,3000000.0,3000000.0,,,6000000.0,4.0,21.0,1.4,2.0,68.1,0.3,0.7,41.9,0.2,0.2,87.5,0.0,0.0,0.0,0.4,1.2,35.8,0.3,0.8,31.6,UTA
335,Kyle Kuzma,29.0,PF,39.0,36.0,28.9,5.9,14.1,0.42,1.4,5.1,0.284,4.5,9.0,0.496,0.471,2.1,3.4,0.624,0.8,5.2,6.1,2.5,0.6,0.2,2.3,1.8,15.4,68.0,24456061.0,22410605.0,20345152.0,,,,67211818.0,3.0,29.0,2.8,4.4,64.7,1.1,2.8,37.7,0.4,1.1,40.0,0.2,0.7,26.9,0.6,1.8,35.3,0.7,3.0,24.3,MIL
336,Kyle Lowry,38.0,PG,33.0,12.0,18.9,1.2,3.4,0.351,0.8,2.5,0.337,0.3,0.8,0.393,0.477,0.8,1.0,0.818,0.3,1.6,2.0,2.8,0.9,0.3,0.6,1.8,4.0,382.0,2087519.0,,,,,,2087519.0,1.0,38.0,0.2,0.3,55.6,0.1,0.3,30.0,0.1,0.1,66.7,0.0,0.1,0.0,0.3,0.8,37.0,0.6,1.7,33.3,PHI
337,Kylor Kelley,27.0,C,8.0,1.0,8.4,1.3,1.6,0.769,0.0,0.0,,1.3,1.6,0.769,0.769,0.5,0.8,0.667,1.0,1.6,2.6,0.3,0.0,0.3,0.1,1.0,3.0,,,,,,,,,,27.0,1.1,1.4,80.0,0.0,0.0,0.0,0.2,0.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL
338,Kyrie Irving,32.0,SG,46.0,46.0,36.5,9.0,18.8,0.476,2.9,7.2,0.409,6.0,11.7,0.518,0.554,3.8,4.2,0.907,1.2,3.6,4.7,4.7,1.3,0.4,2.2,2.1,24.7,25.0,41000000.0,43962963.0,,,,,41000000.0,2.0,32.0,2.8,4.5,63.7,1.5,3.1,47.9,0.9,2.1,44.2,0.7,1.8,39.8,1.2,2.5,47.4,1.7,4.6,37.9,DAL
339,Kyshawn George,21.0,SG,50.0,20.0,26.3,2.7,7.7,0.355,1.6,5.2,0.313,1.1,2.5,0.444,0.461,1.0,1.3,0.738,0.8,3.2,4.0,2.2,0.9,0.6,1.3,3.0,8.0,315.0,2825520.0,2966760.0,3108000.0,5435892.0,,,5792280.0,4.0,21.0,0.8,1.6,53.9,0.2,0.6,33.3,0.0,0.2,22.2,0.0,0.1,33.3,0.6,1.5,38.4,1.0,3.4,28.1,WAS
340,LaMelo Ball,23.0,PG,35.0,35.0,32.4,9.2,22.3,0.414,3.9,11.7,0.336,5.3,10.6,0.5,0.502,4.3,5.2,0.824,0.9,4.2,5.1,7.1,1.3,0.3,3.5,3.2,26.7,38.0,35147000.0,37958760.0,40770520.0,43582280.0,46394040.0,,203852600.0,5.0,23.0,2.6,4.7,55.6,1.5,3.1,49.1,0.9,1.9,45.3,0.4,0.9,41.9,0.6,1.8,36.1,2.9,8.3,35.5,CHA
341,Landry Shamet,27.0,SG,25.0,0.0,11.3,1.4,3.0,0.461,0.6,1.8,0.341,0.8,1.3,0.625,0.559,0.1,0.3,0.429,0.2,0.7,0.9,0.6,0.4,0.1,0.4,0.8,3.5,438.0,1343690.0,,,,,,1343690.0,1.0,27.0,0.5,0.8,68.4,0.1,0.2,60.0,0.2,0.3,66.7,0.0,0.0,0.0,0.3,0.8,44.4,0.2,1.0,21.7,NYK
342,Larry Nance Jr.,32.0,PF,24.0,3.0,19.3,3.3,6.5,0.516,1.4,3.2,0.447,1.9,3.3,0.582,0.626,0.4,0.5,0.692,1.0,3.3,4.3,1.6,0.8,0.5,0.7,1.5,8.5,149.0,11205000.0,,,,,,11205000.0,1.0,32.0,1.5,2.2,66.0,0.3,0.7,37.5,0.1,0.2,40.0,0.1,0.1,66.7,0.7,1.5,44.4,0.8,1.7,47.5,ATL
343,Lauri Markkanen,27.0,PF,43.0,43.0,32.1,6.4,15.0,0.425,2.9,8.4,0.347,3.4,6.5,0.527,0.523,3.6,4.2,0.872,1.7,4.5,6.1,1.6,0.8,0.4,1.4,1.8,19.3,23.0,42176400.0,46394100.0,46113154.0,49824681.0,53536209.0,,238044544.0,5.0,27.0,2.4,3.6,65.1,0.7,1.8,40.5,0.2,0.5,34.8,0.1,0.4,20.0,1.1,2.8,38.7,1.8,5.5,32.9,UTA
344,LeBron James,40.0,SF,51.0,51.0,34.6,9.5,18.3,0.518,2.3,5.8,0.395,7.2,12.5,0.574,0.58,3.5,4.5,0.769,0.9,6.9,7.7,8.8,0.9,0.6,3.9,1.4,24.7,14.0,48728845.0,52627153.0,,,,,48728845.0,2.0,40.0,4.4,6.2,70.1,1.0,2.2,45.9,0.9,1.7,51.7,0.8,1.9,39.2,0.5,1.1,42.1,1.8,4.6,38.4,LAL
345,Leonard Miller,21.0,SF,8.0,0.0,2.8,0.4,1.5,0.25,0.0,0.6,0.0,0.4,0.9,0.429,0.25,1.0,1.0,1.0,0.4,0.9,1.3,0.0,0.1,0.1,0.3,0.3,1.8,422.0,1891857.0,2221677.0,2406205.0,,,,1891857.0,3.0,21.0,0.4,0.9,50.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,MIN
346,Lester Quiñones,24.0,SG,4.0,0.0,4.3,1.0,2.0,0.5,0.0,0.8,0.0,1.0,1.3,0.8,0.5,0.3,0.3,1.0,0.8,0.3,1.0,0.3,0.0,0.0,1.0,0.0,2.3,24.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,,,,,,,,,,PHI
347,Liam Robbins,25.0,C,13.0,0.0,4.4,0.2,0.6,0.25,0.0,0.2,0.0,0.2,0.5,0.333,0.25,0.4,0.8,0.5,0.5,0.4,0.9,0.2,0.2,0.2,0.5,0.7,0.7,,,,,,,,,,25.0,0.1,0.3,25.0,0.1,0.1,100.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,MIL
348,Lindy Waters III,27.0,SG,40.0,9.0,16.7,1.9,5.2,0.364,1.2,3.8,0.322,0.7,1.4,0.474,0.481,0.2,0.3,0.727,0.4,2.0,2.5,1.1,0.6,0.3,0.4,1.4,5.2,351.0,2196970.0,,,,,,2196970.0,1.0,27.0,0.4,0.6,62.5,0.1,0.3,41.7,0.1,0.3,18.2,0.1,0.1,75.0,0.4,1.6,24.2,0.9,2.4,38.7,DET
349,Lonzo Ball,27.0,PG,32.0,11.0,22.1,2.4,6.8,0.349,1.8,5.6,0.331,0.5,1.3,0.425,0.484,0.7,0.8,0.808,0.7,2.8,3.4,3.4,1.4,0.5,1.2,1.6,7.3,82.0,21395348.0,10000000.0,10000000.0,,,,31395348.0,3.0,27.0,0.4,0.6,55.0,0.0,0.2,16.7,0.1,0.2,57.1,0.0,0.1,0.0,0.5,1.5,35.4,1.3,3.7,35.3,CHI
350,Luguentz Dort,25.0,SF,52.0,52.0,29.0,3.5,8.1,0.431,2.2,5.5,0.401,1.3,2.6,0.493,0.567,0.6,0.8,0.825,1.4,2.8,4.1,1.6,1.1,0.6,0.7,3.1,9.8,105.0,16500000.0,17722222.0,17722222.0,,,,34222222.0,3.0,25.0,0.9,1.6,56.1,0.0,0.3,13.3,0.2,0.4,47.6,0.1,0.3,43.8,1.0,2.0,50.0,1.2,3.5,34.8,OKC
351,Luka Dončić,25.0,PG,26.0,26.0,34.5,9.3,20.5,0.454,3.2,9.4,0.343,6.1,11.1,0.549,0.533,4.9,6.4,0.765,0.8,7.4,8.2,7.5,1.9,0.4,3.4,2.7,26.7,18.0,43031940.0,45999660.0,48967380.0,,,,89031600.0,3.0,25.0,2.5,3.2,78.5,1.4,2.9,47.2,1.6,3.2,50.6,0.6,1.5,36.8,0.4,1.8,25.0,2.5,7.0,35.6,LAL
352,Luka Garza,26.0,C,25.0,0.0,6.0,1.4,3.0,0.473,0.2,1.0,0.25,1.2,2.0,0.58,0.514,0.5,0.7,0.722,1.1,0.8,1.8,0.2,0.1,0.0,0.4,1.0,3.6,355.0,2162606.0,2349578.0,,,,,2162606.0,2.0,26.0,0.8,1.3,60.0,0.3,0.4,70.0,0.2,0.5,33.3,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.7,31.3,MIN
353,Luke Kennard,28.0,SG,44.0,7.0,22.1,3.2,6.7,0.475,2.1,4.4,0.474,1.1,2.3,0.476,0.629,1.0,1.1,0.896,0.6,2.3,2.9,3.3,0.7,0.1,1.0,0.9,9.4,173.0,9250000.0,,,,,,9250000.0,1.0,28.0,0.4,0.7,56.7,0.2,0.5,40.0,0.2,0.6,38.5,0.2,0.4,50.0,1.1,2.0,52.3,1.0,2.4,41.3,MEM
354,Luke Kornet,29.0,C,51.0,7.0,17.2,2.1,3.2,0.661,0.0,0.0,0.0,2.1,3.2,0.665,0.661,0.9,1.2,0.762,2.4,2.7,5.0,1.6,0.5,0.9,0.4,1.5,5.2,402.0,2087519.0,,,,,,2087519.0,1.0,29.0,2.0,2.8,72.5,0.1,0.4,31.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BOS
355,Luke Travers,23.0,SG,9.0,0.0,6.1,0.3,1.2,0.273,0.0,0.4,0.0,0.3,0.8,0.429,0.273,0.2,0.2,1.0,0.6,0.8,1.3,0.6,0.1,0.1,0.6,0.4,0.9,,,,,,,,,,23.0,0.3,0.8,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,CLE
356,Malaki Branham,21.0,SG,33.0,0.0,8.9,1.5,3.5,0.431,0.6,1.6,0.389,0.9,1.9,0.468,0.522,0.5,0.6,0.85,0.1,1.0,1.1,0.8,0.2,0.1,0.8,0.5,4.2,296.0,3217920.0,4962033.0,,,,,8179953.0,2.0,21.0,0.6,0.9,64.3,0.1,0.4,27.3,0.2,0.5,38.5,0.1,0.3,33.3,0.3,0.7,40.9,0.4,1.0,38.7,SAS
357,Malcolm Brogdon,32.0,PG,24.0,13.0,23.5,4.3,10.0,0.433,0.7,2.3,0.286,3.7,7.7,0.478,0.467,3.4,3.8,0.88,0.9,2.9,3.8,4.1,0.5,0.2,1.6,1.3,12.7,78.0,22500000.0,,,,,,22500000.0,1.0,32.0,2.4,4.0,60.4,0.5,1.4,33.3,0.4,1.1,37.0,0.4,1.0,36.0,0.1,0.5,27.3,0.5,1.9,28.3,WAS
358,Malevy Leons,25.0,SF,6.0,0.0,3.5,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.3,0.7,0.5,0.2,0.3,0.5,0.2,0.0,0.0,0.2,0.7,0.3,480.0,126356.0,,,,,,126356.0,1.0,25.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,OKC
359,Malik Beasley,28.0,SG,57.0,12.0,27.6,5.8,13.0,0.441,4.0,9.4,0.423,1.8,3.7,0.488,0.594,1.2,1.7,0.667,0.6,2.3,2.9,1.7,1.0,0.0,1.1,1.5,16.6,226.0,6000000.0,,,,,,6000000.0,1.0,28.0,0.8,1.3,58.1,0.5,1.0,48.3,0.2,0.6,33.3,0.3,0.6,52.9,1.4,3.1,44.2,2.5,6.3,40.6,DET
360,Malik Monk,26.0,SG,48.0,35.0,32.6,6.6,15.0,0.441,2.2,6.9,0.324,4.4,8.1,0.54,0.515,2.5,2.9,0.877,0.4,3.3,3.8,5.8,1.0,0.6,2.3,2.7,18.0,99.0,17405203.0,18797619.0,20190035.0,21582451.0,,,56392857.0,4.0,27.0,2.4,3.7,63.8,1.0,2.1,47.5,0.6,1.3,45.2,0.4,0.9,46.3,0.8,1.7,49.4,1.5,5.2,28.0,SAC
361,MarJon Beauchamp,24.0,SF,29.0,0.0,4.8,0.8,1.9,0.407,0.3,0.8,0.375,0.4,1.0,0.433,0.491,0.4,0.6,0.688,0.3,0.9,1.2,0.3,0.1,0.0,0.5,0.4,2.2,319.0,2733720.0,4781276.0,,,,,2733720.0,2.0,24.0,0.3,0.4,63.6,0.0,0.2,20.0,0.1,0.1,100.0,0.1,0.2,25.0,0.2,0.7,25.0,0.2,0.5,41.7,LAC
362,Marcus Sasser,24.0,PG,43.0,0.0,13.9,2.2,4.9,0.459,0.9,2.5,0.361,1.3,2.3,0.564,0.553,0.5,0.6,0.885,0.3,0.9,1.2,2.2,0.7,0.1,0.9,1.3,5.9,317.0,2755080.0,2886720.0,5198983.0,,,,5641800.0,3.0,24.0,0.6,0.9,63.2,0.3,0.5,57.9,0.3,0.5,52.2,0.1,0.3,41.7,0.4,0.9,47.2,0.6,1.9,34.2,DET
363,Marcus Smart,30.0,PG,20.0,6.0,20.9,2.8,7.6,0.364,1.5,4.6,0.33,1.3,3.0,0.417,0.464,1.5,1.8,0.833,0.7,1.5,2.2,3.6,1.3,0.3,1.8,1.6,8.5,83.0,20210284.0,21586855.0,,,,,41797139.0,2.0,30.0,0.6,1.1,57.1,0.5,1.5,31.0,0.1,0.3,16.7,0.2,0.2,75.0,0.6,2.0,30.8,0.9,2.5,36.7,WAS
364,Mark Williams,23.0,C,25.0,22.0,25.0,5.8,10.2,0.575,0.0,0.0,0.0,5.8,10.1,0.577,0.575,3.4,4.4,0.789,3.2,6.2,9.4,2.4,0.7,1.1,1.0,2.5,15.1,269.0,4094280.0,6276531.0,,,,,10370811.0,2.0,23.0,5.0,7.4,67.8,0.8,2.3,33.3,0.2,0.5,41.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHA
365,Markelle Fultz,26.0,PG,1.0,0.0,10.0,4.0,5.0,0.8,0.0,0.0,,4.0,5.0,0.8,0.8,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,8.0,461.0,731831.0,,,,,,731831.0,1.0,26.0,1.0,1.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAC
366,Markieff Morris,35.0,PF,10.0,0.0,6.1,0.8,3.2,0.25,0.5,2.0,0.25,0.3,1.2,0.25,0.328,0.2,0.2,1.0,0.0,0.9,0.9,0.7,0.1,0.1,0.3,0.5,2.3,391.0,2087519.0,,,,,,2087519.0,1.0,35.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.8,16.7,0.2,0.2,100.0,0.1,1.2,8.3,0.4,1.0,40.0,LAL
367,Marvin Bagley III,25.0,PF,20.0,1.0,8.4,1.9,3.6,0.535,0.1,0.5,0.2,1.8,3.1,0.59,0.549,0.8,1.2,0.652,1.4,1.5,2.8,0.4,0.4,0.3,0.6,0.6,4.7,136.0,12500000.0,,,,,,12500000.0,1.0,25.0,1.6,2.1,73.8,0.2,0.7,28.6,0.1,0.3,20.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.4,25.0,MEM
368,Mason Jones,26.0,SG,6.0,0.0,5.2,1.2,2.2,0.538,0.2,1.0,0.167,1.0,1.2,0.857,0.577,0.3,0.5,0.667,0.3,1.0,1.3,1.7,0.0,0.0,0.2,0.3,2.8,,,,,,,,,,26.0,0.5,0.5,100.0,0.3,0.5,66.7,0.3,0.3,100.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.0,20.0,SAC
369,Mason Plumlee,34.0,C,56.0,18.0,17.5,1.5,2.6,0.585,0.0,0.0,0.0,1.5,2.6,0.593,0.585,0.9,1.5,0.622,1.6,4.6,6.2,1.9,0.4,0.7,0.9,2.2,4.0,379.0,2087519.0,,,,,,2087519.0,1.0,34.0,1.4,2.0,69.8,0.1,0.5,23.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHX
370,Matas Buzelis,20.0,SF,55.0,6.0,15.2,2.4,5.4,0.438,0.9,2.7,0.356,1.4,2.7,0.517,0.525,0.8,1.0,0.804,0.6,2.3,2.9,0.6,0.3,0.9,0.7,1.5,6.5,240.0,5195520.0,5455560.0,5715360.0,7584283.0,,,10651080.0,4.0,20.0,1.1,2.1,53.1,0.3,0.5,54.2,0.0,0.1,25.0,0.0,0.0,50.0,0.6,1.8,35.4,0.3,0.8,34.1,CHI
371,Matt Ryan,27.0,SF,19.0,0.0,3.6,0.5,1.6,0.323,0.3,1.0,0.316,0.2,0.6,0.333,0.419,0.1,0.1,1.0,0.0,0.4,0.4,0.2,0.1,0.0,0.2,0.1,1.5,465.0,621439.0,,,,,,621439.0,1.0,27.0,0.2,0.3,60.0,0.1,0.1,50.0,0.0,0.3,0.0,0.0,0.1,0.0,0.1,0.7,18.2,0.2,0.5,44.4,NYK
372,Max Christie,21.0,SG,54.0,27.0,26.2,3.1,6.9,0.457,1.4,3.7,0.381,1.7,3.1,0.547,0.56,1.8,2.1,0.848,0.6,2.4,3.0,1.7,0.8,0.5,1.0,1.6,9.5,208.0,7142857.0,7714286.0,8285714.0,8857143.0,,,23142857.0,4.0,22.0,1.2,1.8,66.3,0.2,0.6,40.0,0.1,0.4,35.0,0.1,0.3,46.7,0.8,2.0,40.0,0.7,1.8,38.3,DAL
373,Max Strus,28.0,SF,28.0,15.0,24.9,3.0,7.3,0.412,2.1,5.9,0.366,0.9,1.4,0.6,0.559,0.4,0.5,0.846,0.9,3.5,4.3,3.2,0.6,0.4,1.0,2.1,8.5,111.0,15212068.0,15936452.0,16660836.0,,,,47809356.0,3.0,28.0,0.8,1.2,66.7,0.1,0.2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.3,39.3,1.2,3.3,36.7,CLE
374,Maxi Kleber,33.0,PF,34.0,4.0,18.7,1.1,2.8,0.385,0.4,1.4,0.265,0.7,1.4,0.511,0.453,0.5,0.6,0.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3.0,153.0,11000000.0,11000000.0,,,,,22000000.0,2.0,33.0,0.4,0.8,55.6,0.1,0.3,30.0,0.0,0.1,50.0,0.1,0.2,80.0,0.2,0.8,23.1,0.2,0.8,30.8,LAL
375,Maxwell Lewis,22.0,SF,10.0,0.0,3.4,0.3,0.8,0.375,0.1,0.1,1.0,0.2,0.7,0.286,0.438,0.0,0.0,,0.2,0.1,0.3,0.2,0.1,0.0,0.2,0.1,0.7,429.0,1891857.0,2221677.0,2406205.0,,,,1891857.0,3.0,22.0,0.2,0.3,66.7,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.1,0.1,100.0,BKN
376,Micah Potter,26.0,C,25.0,9.0,16.9,1.3,3.0,0.427,0.9,2.4,0.373,0.4,0.6,0.625,0.573,0.4,0.4,0.9,1.0,2.9,3.9,0.7,0.2,0.4,0.7,1.3,3.8,,,,,,,,,,26.0,0.4,0.5,75.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.8,38.6,0.2,0.6,37.5,UTA
377,Michael Porter Jr.,26.0,SF,54.0,54.0,33.1,7.0,13.7,0.515,2.6,6.3,0.412,4.4,7.4,0.603,0.61,1.9,2.6,0.75,1.8,4.9,6.6,2.2,0.6,0.5,1.4,1.8,18.6,35.0,35859950.0,38333050.0,40806150.0,,,,86193000.0,3.0,26.0,3.0,4.0,75.0,0.5,1.2,46.8,0.3,0.5,50.0,0.3,0.8,39.5,1.2,2.6,46.4,1.7,4.5,39.0,DEN
378,Mikal Bridges,28.0,SF,57.0,57.0,37.9,7.2,14.8,0.489,2.3,6.3,0.357,4.9,8.4,0.588,0.565,0.8,1.1,0.742,0.9,2.2,3.2,3.3,1.0,0.5,1.5,1.5,17.5,71.0,23300000.0,24900000.0,,,,,48200000.0,2.0,28.0,2.3,3.4,69.1,1.1,2.0,55.3,1.1,2.2,50.4,0.3,0.6,50.0,1.7,4.1,40.8,0.7,2.3,30.5,NYK
379,Mike Conley,37.0,PG,49.0,43.0,25.2,2.6,6.9,0.371,1.8,4.6,0.389,0.8,2.3,0.333,0.501,1.3,1.4,0.913,0.5,2.2,2.7,4.6,1.2,0.2,1.1,1.5,8.2,164.0,9975962.0,10774038.0,,,,,20750000.0,2.0,37.0,0.4,0.8,45.9,0.3,0.8,33.3,0.2,0.6,29.6,0.0,0.1,0.0,0.9,2.1,40.8,0.9,2.6,35.0,MIN
380,Miles Bridges,26.0,PF,41.0,41.0,32.0,7.3,16.8,0.433,2.2,6.9,0.319,5.1,10.0,0.512,0.499,3.3,3.8,0.872,1.1,6.6,7.7,3.7,0.9,0.6,2.0,1.6,20.1,58.0,27173913.0,25000000.0,22826087.0,,,,75000000.0,3.0,26.0,3.5,5.8,60.8,1.3,3.2,39.7,0.2,0.5,38.1,0.1,0.4,35.7,0.8,2.6,32.4,1.3,4.3,30.6,CHA
