id,player,Age,Pos,Games,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,salary_rank,salary_2024_25,salary_2025_26,salary_2026_27,salary_2027_28,salary_2028_29,salary_2029_30,salary_guaranteed,salary_years,age,lt_5_ft_fgm,lt_5_ft_fga,lt_5_ft_fgpct,5_9_ft_fgm,fga_5_9_ft,5_9_ft_fgpct,10_14_ft_fgm,fga_10_14_ft,10_14_ft_fgpct,15_19_ft_fgm,fga_15_19_ft,15_19_ft_fgpct,20_24_ft_fgm,fga_20_24_ft,20_24_ft_fgpct,25_29_ft_fgm,fga_25_29_ft,25_29_ft_fgpct,team
80,Chris Duarte,27.0,SG,17.0,0.0,4.4,0.7,1.5,0.462,0.4,0.9,0.4,0.4,0.6,0.545,0.577,0.4,0.5,0.75,0.3,0.9,1.2,0.5,0.0,0.0,0.1,0.4,2.1,227.0,5893768.0,,,,,,5893768.0,1.0,27.0,0.3,0.5,55.6,0.1,0.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,66.7,0.3,0.8,33.3,CHI
81,Chris Livingston,21.0,SF,12.0,1.0,4.8,0.4,1.1,0.385,0.0,0.3,0.0,0.4,0.8,0.556,0.385,0.3,0.5,0.667,0.5,1.1,1.6,0.1,0.3,0.0,0.4,0.3,1.2,423.0,1891857.0,2221677.0,2406205.0,,,,1891857.0,3.0,21.0,0.4,0.8,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,MIL
82,Chris Paul,39.0,PG,55.0,55.0,28.9,3.0,7.4,0.405,1.7,4.8,0.353,1.3,2.6,0.504,0.521,1.3,1.4,0.948,0.5,3.5,3.9,8.0,1.3,0.2,1.5,1.9,9.0,159.0,10460000.0,,,,,,10460000.0,1.0,39.0,0.2,0.3,75.0,0.1,0.3,41.2,0.4,0.8,46.5,0.6,1.0,53.6,0.5,1.5,35.4,1.2,3.4,36.6,SAS
83,Christian Braun,23.0,SG,56.0,54.0,33.0,5.8,10.1,0.574,1.0,2.6,0.367,4.8,7.4,0.647,0.622,2.3,2.8,0.823,1.3,3.7,5.0,2.2,1.1,0.5,0.9,2.2,14.8,301.0,3089640.0,4921797.0,,,,,8011437.0,2.0,23.0,4.2,5.9,71.1,0.4,0.9,40.0,0.1,0.3,50.0,0.0,0.1,25.0,0.6,1.5,39.5,0.5,1.4,35.4,DEN
84,Christian Koloko,24.0,C,29.0,0.0,8.5,1.0,1.5,0.651,0.0,0.1,0.0,1.0,1.4,0.683,0.651,0.2,0.3,0.875,1.0,1.2,2.2,0.4,0.2,0.3,0.2,1.1,2.2,,,,,,,,,,24.0,0.9,1.1,81.3,0.0,0.3,12.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,LAL
85,Chuma Okeke,26.0,PF,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,119972.0,,,,,,119972.0,1.0,,,,,,,,,,,,,,,,,,,,PHI
86,Clint Capela,30.0,C,47.0,41.0,22.3,4.1,7.2,0.569,0.0,0.0,,4.1,7.2,0.569,0.569,1.0,1.9,0.538,3.2,5.6,8.9,1.2,0.6,1.0,0.9,2.0,9.3,79.0,22265280.0,,,,,,22265280.0,1.0,30.0,3.5,5.6,62.9,0.6,1.5,38.2,0.1,0.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL
87,Coby White,24.0,SG,50.0,50.0,32.7,6.1,14.2,0.429,3.0,8.1,0.368,3.1,6.1,0.51,0.534,2.9,3.3,0.896,0.3,3.0,3.3,4.6,0.9,0.2,2.4,2.2,18.1,140.0,12000000.0,12888889.0,,,,,24888889.0,2.0,25.0,2.1,3.6,59.7,0.5,1.1,43.4,0.4,0.8,43.9,0.1,0.4,20.0,0.9,2.4,37.6,1.9,5.3,36.4,CHI
88,Cody Martin,29.0,SF,39.0,8.0,24.8,3.0,6.9,0.433,1.0,3.2,0.323,1.9,3.7,0.528,0.507,0.9,1.3,0.694,1.0,3.5,4.5,2.3,1.1,0.7,1.1,1.8,7.8,192.0,8120000.0,8680000.0,,,,,8120000.0,2.0,29.0,1.4,2.1,66.3,0.1,0.3,38.5,0.2,0.6,29.2,0.2,0.4,37.5,0.7,2.0,36.4,0.4,1.4,27.3,PHX
89,Cody Williams,20.0,SG,31.0,12.0,20.4,1.4,4.4,0.314,0.5,2.3,0.239,0.8,2.1,0.394,0.376,0.7,0.9,0.724,0.5,1.6,2.2,1.2,0.5,0.4,0.9,1.8,4.0,234.0,5469120.0,5742480.0,6015600.0,7669890.0,,,11211600.0,4.0,20.0,0.4,0.9,46.4,0.3,0.6,47.4,0.0,0.3,0.0,0.0,0.2,20.0,0.3,1.5,22.7,0.2,0.8,24.0,UTA
90,Colby Jones,22.0,SG,24.0,0.0,5.4,0.5,1.1,0.423,0.2,0.4,0.4,0.3,0.7,0.438,0.5,0.0,0.0,,0.3,0.6,1.0,0.3,0.3,0.3,0.3,0.5,1.1,360.0,2120693.0,2221677.0,2406205.0,,,,2120693.0,3.0,22.0,0.1,0.1,66.7,0.2,0.4,37.5,0.0,0.1,0.0,0.1,0.2,66.7,0.1,0.2,33.3,0.2,0.4,42.9,WAS
91,Cole Anthony,24.0,PG,54.0,16.0,18.0,3.5,8.3,0.424,1.1,3.2,0.333,2.4,5.1,0.48,0.488,1.4,1.7,0.793,0.7,2.3,3.0,2.8,0.7,0.4,1.6,2.3,9.4,126.0,12900000.0,13100000.0,13100000.0,,,,26000000.0,3.0,24.0,1.0,1.6,60.9,0.8,1.6,51.9,0.5,1.4,34.3,0.3,0.6,44.0,0.3,0.8,36.4,0.7,2.2,32.2,ORL
92,Cole Swider,25.0,SF,2.0,0.0,6.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET
93,Colin Castleton,24.0,C,10.0,0.0,4.6,0.2,1.0,0.2,0.0,0.4,0.0,0.2,0.6,0.333,0.2,1.0,1.1,0.909,0.3,0.6,0.9,0.0,0.1,0.1,0.1,0.6,1.4,,,,,,,,,,24.0,0.2,0.4,50.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,MEM
94,Collin Gillespie,25.0,PG,9.0,0.0,5.0,1.1,2.0,0.556,0.3,0.7,0.5,0.8,1.3,0.583,0.639,0.4,0.6,0.8,0.3,0.4,0.8,0.8,0.2,0.2,0.2,0.4,3.0,,,,,,,,,,25.0,0.9,1.0,85.7,0.0,0.1,0.0,0.0,0.1,0.0,0.2,0.5,33.3,0.3,0.3,100.0,0.1,0.6,25.0,PHX
95,Collin Sexton,26.0,SG,46.0,44.0,28.5,6.5,13.6,0.478,1.9,4.6,0.412,4.6,9.0,0.511,0.547,3.5,3.9,0.894,1.1,1.8,2.9,4.1,0.7,0.1,2.5,2.3,18.3,94.0,18350000.0,19175000.0,,,,,37525000.0,2.0,26.0,2.2,3.8,58.3,1.4,3.0,47.4,0.7,1.4,51.6,0.2,0.7,36.7,0.7,1.8,39.0,1.2,2.8,41.2,UTA
96,Corey Kispert,25.0,SF,51.0,0.0,26.8,4.3,9.5,0.454,2.0,5.5,0.364,2.3,4.0,0.578,0.56,1.1,1.3,0.862,0.6,2.4,3.0,1.6,0.5,0.2,1.1,1.6,11.8,231.0,5705887.0,13975000.0,13975000.0,13050000.0,13050000.0,,46705887.0,5.0,25.0,1.7,2.5,66.1,0.5,1.0,48.0,0.2,0.4,44.4,0.0,0.0,0.0,0.5,1.4,36.8,1.5,3.9,38.6,WAS
97,Cory Joseph,33.0,PG,32.0,0.0,7.3,0.7,1.9,0.355,0.5,1.3,0.349,0.2,0.6,0.368,0.476,0.1,0.1,0.5,0.2,0.5,0.7,0.8,0.3,0.1,0.3,0.6,1.9,293.0,3303771.0,3468960.0,,,,,3303771.0,2.0,33.0,0.1,0.2,28.6,0.1,0.2,50.0,0.1,0.2,40.0,0.1,0.1,100.0,0.2,0.4,38.5,0.3,0.9,32.1,ORL
98,Craig Porter Jr.,24.0,PG,36.0,0.0,9.2,1.3,2.3,0.561,0.4,0.8,0.483,0.9,1.5,0.604,0.646,0.3,0.4,0.769,0.3,0.9,1.1,1.3,0.4,0.3,0.6,0.4,3.2,427.0,1891857.0,2221677.0,2406205.0,,,,1891857.0,3.0,24.0,0.8,1.0,82.4,0.1,0.3,25.0,0.0,0.2,16.7,0.0,0.1,25.0,0.2,0.3,63.6,0.2,0.5,43.8,CLE
99,Cui Yongxi,21.0,SG,5.0,0.0,2.0,0.2,1.4,0.143,0.0,0.6,0.0,0.2,0.8,0.25,0.143,0.2,0.4,0.5,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BKN
100,D'Angelo Russell,28.0,PG,46.0,24.0,25.5,4.4,11.0,0.402,2.0,6.0,0.327,2.5,5.0,0.491,0.491,2.1,2.5,0.867,0.3,2.5,2.8,5.1,1.0,0.4,1.9,1.9,12.9,93.0,18692307.0,,,,,,18692307.0,1.0,28.0,1.2,1.9,60.9,0.6,1.3,45.9,0.5,1.2,41.8,0.2,0.5,32.0,0.3,1.0,26.1,1.7,4.9,34.7,BKN
101,D.J. Carton,24.0,SG,4.0,0.0,8.3,0.3,1.8,0.143,0.0,0.8,0.0,0.3,1.0,0.25,0.143,0.3,0.3,1.0,0.0,1.0,1.0,0.8,0.5,0.0,1.0,0.3,0.8,,,,,,,,,,24.0,0.3,0.5,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.0,TOR
102,DaQuan Jeffries,27.0,SG,22.0,2.0,19.2,1.9,4.7,0.398,0.8,2.8,0.295,1.0,1.9,0.548,0.485,0.4,0.5,0.818,0.8,1.9,2.7,1.1,0.6,0.5,0.6,2.0,5.0,340.0,2425404.0,2743776.0,3080918.0,,,,2425404.0,3.0,27.0,0.7,1.2,57.7,0.3,0.6,46.2,0.0,0.1,50.0,0.0,0.0,100.0,0.4,1.1,33.3,0.5,1.6,28.6,CHA
103,Daeqwon Plowden,26.0,SG,2.0,0.0,16.5,4.0,5.0,0.8,3.0,4.0,0.75,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.5,1.0,2.5,0.0,0.0,0.0,0.5,2.5,12.0,,,,,,,,,,26.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,80.0,1.0,1.5,66.7,ATL
104,Daishen Nix,22.0,PG,3.0,0.0,4.3,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.7,0.5,0.0,1.3,1.3,1.0,0.0,0.0,1.3,0.3,0.3,486.0,119972.0,,,,,,119972.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,MIN
105,Dalano Banton,25.0,PG,44.0,0.0,15.7,3.0,7.4,0.412,1.2,3.3,0.361,1.9,4.1,0.453,0.492,1.4,2.0,0.698,0.3,1.5,1.8,2.2,0.7,0.5,1.3,0.8,8.6,352.0,2196970.0,,,,,,2019706.0,1.0,25.0,1.5,2.9,50.4,0.2,0.7,26.7,0.1,0.3,35.7,0.1,0.2,44.4,0.4,1.1,39.1,0.8,2.2,36.5,POR
106,Dalen Terry,22.0,SG,50.0,1.0,12.4,1.4,3.1,0.458,0.4,1.2,0.345,1.0,1.9,0.526,0.523,0.7,1.0,0.673,0.6,0.9,1.5,1.2,0.5,0.2,0.7,1.5,3.9,285.0,3510480.0,5399118.0,,,,,8909598.0,2.0,22.0,0.9,1.5,57.5,0.1,0.4,33.3,0.0,0.0,0.0,0.0,0.1,33.3,0.3,0.7,37.5,0.2,0.5,32.0,CHI
107,Dalton Knecht,23.0,SF,52.0,12.0,20.1,3.3,7.1,0.457,1.6,4.4,0.354,1.7,2.7,0.624,0.566,1.0,1.2,0.82,0.5,2.5,3.0,0.8,0.4,0.1,0.5,1.3,9.0,280.0,3819120.0,4010160.0,4201080.0,6452860.0,,,7829280.0,4.0,23.0,1.2,1.7,69.4,0.1,0.4,38.9,0.3,0.4,59.1,0.2,0.3,53.3,0.8,1.8,42.9,0.8,2.6,32.1,LAL
108,Damian Lillard,34.0,PG,46.0,46.0,36.4,7.8,17.5,0.449,3.5,9.2,0.38,4.4,8.3,0.525,0.549,6.4,7.0,0.919,0.6,4.2,4.7,7.5,1.2,0.2,2.9,1.8,25.6,13.0,48787676.0,54126450.0,58456566.0,,,,102914126.0,3.0,34.0,2.4,4.0,58.8,0.3,1.0,33.3,0.5,0.9,53.7,1.0,2.1,46.2,0.8,1.7,49.4,2.7,7.0,38.2,MIL
109,Damion Baugh,24.0,SG,2.0,0.0,29.5,5.5,7.5,0.733,2.0,3.5,0.571,3.5,4.0,0.875,0.867,2.0,2.0,1.0,0.0,2.5,2.5,4.5,1.5,0.0,2.0,3.0,15.0,,,,,,,,,,24.0,2.0,2.0,100.0,1.5,2.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,2.5,40.0,CHA
110,Damion Lee,32.0,SG,15.0,0.0,6.7,1.1,3.4,0.333,0.3,1.7,0.2,0.8,1.7,0.462,0.382,1.1,1.1,0.941,0.1,0.7,0.9,0.5,0.3,0.0,0.4,0.3,3.7,380.0,2087519.0,,,,,,2087519.0,1.0,32.0,0.4,0.6,62.5,0.3,0.6,44.4,0.3,0.4,60.0,0.0,0.3,0.0,0.2,0.9,25.0,0.1,0.8,16.7,PHX
111,Daniel Gafford,26.0,C,51.0,28.0,21.9,5.0,7.1,0.699,0.0,0.0,,5.0,7.1,0.699,0.699,2.4,3.4,0.699,2.7,4.1,6.9,1.4,0.4,1.9,1.2,2.7,12.3,119.0,13394160.0,14386320.0,,,,,27780480.0,2.0,26.0,4.4,6.0,73.4,0.5,1.0,51.0,0.0,0.1,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL
112,Daniel Theis,32.0,C,38.0,9.0,16.3,1.6,3.4,0.473,0.2,1.0,0.243,1.4,2.4,0.565,0.508,0.8,1.0,0.838,1.2,3.2,4.3,1.6,0.5,0.5,0.7,1.8,4.3,383.0,2087519.0,,,,,,2087519.0,1.0,32.0,0.9,1.5,62.5,0.2,0.5,44.4,0.2,0.4,50.0,0.0,0.1,50.0,0.1,0.3,16.7,0.2,0.6,29.2,NOP
113,Daniss Jenkins,23.0,PG,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,,,,,,,,,,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,DET
114,Danté Exum,29.0,PG,9.0,7.0,19.9,3.8,7.3,0.515,1.1,2.6,0.435,2.7,4.8,0.558,0.591,1.4,2.3,0.619,0.2,1.3,1.6,3.9,0.7,0.2,1.1,1.4,10.1,298.0,3150000.0,,,,,,3150000.0,1.0,29.0,2.3,3.9,58.1,0.4,0.9,42.9,0.1,0.3,50.0,0.0,0.0,0.0,0.6,1.0,62.5,0.6,1.8,35.7,DAL
115,Dario Šarić,30.0,C,14.0,4.0,14.2,1.3,3.9,0.333,0.4,1.7,0.25,0.9,2.1,0.4,0.389,0.5,0.7,0.7,1.0,2.5,3.5,1.6,0.5,0.1,1.0,1.3,3.5,242.0,5168000.0,5426400.0,,,,,5168000.0,2.0,30.0,0.7,1.6,45.5,0.1,0.4,20.0,0.0,0.1,0.0,0.1,0.1,100.0,0.2,0.5,50.0,0.2,1.4,15.8,DEN
116,Dariq Whitehead,20.0,SF,9.0,0.0,6.3,1.3,2.8,0.48,1.2,2.3,0.524,0.1,0.4,0.25,0.7,0.1,0.3,0.333,0.1,0.6,0.7,0.1,0.3,0.1,0.7,0.2,4.0,299.0,3114240.0,3262560.0,5366912.0,,,,6376800.0,3.0,20.0,0.0,0.1,0.0,0.2,0.4,50.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.8,40.0,1.5,2.7,56.3,BKN
117,Darius Garland,25.0,PG,54.0,54.0,30.1,7.6,15.5,0.493,2.9,6.9,0.425,4.7,8.5,0.549,0.589,3.1,3.6,0.871,0.6,2.0,2.5,6.7,1.2,0.2,2.5,2.0,21.3,30.0,36725670.0,39446090.0,42166510.0,44886930.0,,,163225200.0,4.0,25.0,2.1,3.4,61.0,1.0,2.1,48.7,1.2,1.9,65.0,0.3,1.0,30.8,0.8,2.0,39.3,2.1,4.8,42.9,CLE
118,David Duke Jr.,25.0,SG,3.0,0.0,5.0,0.7,2.3,0.286,0.0,0.3,0.0,0.7,2.0,0.333,0.286,0.3,0.7,0.5,0.0,0.7,0.7,0.7,0.0,0.0,0.3,0.3,1.7,,,,,,,,,,25.0,0.7,1.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,SAS
119,David Roddy,23.0,PF,29.0,3.0,12.6,1.6,3.5,0.465,0.6,1.6,0.34,1.1,1.9,0.574,0.545,0.6,0.8,0.818,0.4,2.2,2.6,1.1,0.4,0.3,0.7,0.7,4.4,313.0,2967212.0,,,,,,2847240.0,1.0,23.0,0.7,1.2,60.6,0.4,0.7,50.0,0.0,0.1,50.0,0.0,0.0,0.0,0.3,0.7,42.1,0.3,1.0,30.8,PHI
120,Davion Mitchell,26.0,PG,49.0,27.0,25.4,2.5,5.7,0.441,1.0,2.8,0.363,1.5,2.9,0.514,0.529,0.6,0.8,0.683,0.4,1.6,1.9,4.5,0.7,0.2,1.7,2.6,6.6,217.0,6451077.0,,,,,,6451077.0,1.0,26.0,1.1,1.9,57.1,0.4,0.6,58.6,0.0,0.3,7.7,0.1,0.2,37.5,0.2,0.8,23.1,0.8,1.9,43.3,MIA
121,Day'Ron Sharpe,23.0,C,34.0,0.0,17.3,3.4,6.6,0.52,0.2,0.9,0.219,3.2,5.6,0.571,0.536,1.2,1.6,0.774,3.0,3.4,6.4,1.6,0.8,0.7,1.4,2.2,8.2,275.0,3989122.0,,,,,,3989122.0,1.0,23.0,2.6,4.2,61.4,0.4,1.0,36.4,0.1,0.2,42.9,0.0,0.1,50.0,0.2,0.5,40.0,0.1,0.6,15.0,BKN
122,De'Aaron Fox,27.0,PG,53.0,53.0,36.7,9.0,19.2,0.469,2.0,6.2,0.32,7.0,13.0,0.539,0.52,4.5,5.5,0.823,0.9,4.0,5.0,6.3,1.5,0.4,2.9,2.7,24.5,41.0,34848340.0,37096620.0,,,,,71944960.0,2.0,27.0,3.2,4.7,67.2,1.7,3.4,49.4,1.3,2.6,48.5,0.7,1.8,38.5,0.9,2.2,43.0,1.3,4.4,30.1,SAS
123,De'Andre Hunter,27.0,SF,42.0,5.0,28.2,5.9,12.8,0.463,2.6,6.5,0.404,3.3,6.3,0.523,0.565,3.8,4.5,0.856,0.7,3.2,3.9,1.5,0.8,0.1,1.5,2.4,18.3,81.0,21696429.0,23303571.0,24910714.0,,,,69910714.0,3.0,27.0,1.6,2.7,60.0,0.7,1.7,42.0,0.4,1.0,42.9,0.5,0.8,57.6,1.2,3.0,40.5,1.6,3.7,42.1,CLE
124,De'Anthony Melton,26.0,SG,6.0,2.0,20.2,3.7,9.0,0.407,2.2,5.8,0.371,1.5,3.2,0.474,0.528,0.8,1.3,0.625,1.0,2.3,3.3,2.8,1.2,0.3,1.7,3.0,10.3,127.0,12822000.0,,,,,,12822000.0,1.0,26.0,1.0,1.8,54.5,0.5,1.0,50.0,0.0,0.3,0.0,0.0,0.0,0.0,0.8,1.8,45.5,1.3,4.0,33.3,BKN
125,DeAndre Jordan,36.0,C,42.0,2.0,11.6,1.6,2.4,0.66,0.0,0.0,,1.6,2.4,0.66,0.66,0.3,0.7,0.419,1.3,3.3,4.6,0.9,0.3,0.5,0.7,1.3,3.5,395.0,2087519.0,,,,,,2087519.0,1.0,36.0,1.5,2.1,70.5,0.1,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN
126,DeMar DeRozan,35.0,SF,51.0,51.0,35.9,8.1,16.6,0.491,1.0,3.0,0.351,7.1,13.6,0.522,0.522,4.8,5.5,0.869,0.5,3.4,3.9,3.8,1.0,0.4,1.4,1.9,22.1,70.0,23400000.0,24570000.0,25740000.0,,,,47970000.0,3.0,35.0,1.5,2.1,71.7,1.0,2.0,51.0,2.1,4.1,51.4,1.9,4.2,44.4,1.2,2.7,43.5,0.5,1.4,35.2,SAC
127,Dean Wade,28.0,PF,37.0,26.0,22.5,2.0,5.0,0.402,1.4,4.1,0.34,0.6,0.8,0.71,0.543,0.4,0.7,0.52,1.0,4.0,5.0,1.5,0.8,0.4,0.4,2.0,5.8,221.0,6166667.0,6623456.0,,,,,6166667.0,2.0,28.0,0.6,0.8,75.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.4,36.5,0.6,1.8,31.8,CLE
128,Deandre Ayton,26.0,C,40.0,40.0,30.2,6.6,11.7,0.566,0.2,0.8,0.188,6.5,10.9,0.594,0.573,1.0,1.5,0.667,3.1,7.1,10.2,1.6,0.8,1.0,1.7,2.2,14.4,43.0,34005126.0,35550814.0,,,,,69555940.0,2.0,26.0,3.8,5.3,71.7,1.0,1.9,51.3,0.9,1.8,47.9,0.9,1.8,47.9,0.1,0.7,11.1,0.1,0.3,27.3,POR
129,Dejounte Murray,28.0,PG,31.0,31.0,32.6,6.3,15.9,0.393,1.7,5.6,0.299,4.6,10.3,0.444,0.445,3.3,4.0,0.823,0.5,5.9,6.5,7.4,2.0,0.4,3.4,2.0,17.5,53.0,29517135.0,31557103.0,33597072.0,31619506.0,,,94671310.0,4.0,28.0,2.0,3.8,53.8,0.7,1.8,36.8,1.2,2.7,43.5,0.6,1.8,35.1,0.6,1.8,33.3,1.1,3.8,28.6,NOP
130,Delon Wright,32.0,PG,29.0,2.0,14.4,0.8,2.9,0.274,0.4,1.7,0.24,0.4,1.2,0.324,0.345,0.4,0.7,0.55,0.5,1.1,1.6,1.7,0.8,0.3,0.5,0.6,2.4,385.0,2087519.0,,,,,,2087519.0,1.0,32.0,0.3,0.6,50.0,0.0,0.4,8.3,0.0,0.1,25.0,0.0,0.0,0.0,0.3,0.7,42.1,0.1,1.1,12.9,NYK
131,Deni Avdija,24.0,SF,54.0,36.0,28.6,4.9,10.5,0.466,1.5,4.3,0.342,3.4,6.2,0.553,0.536,3.5,4.5,0.771,1.2,5.1,6.2,3.5,1.0,0.5,2.4,2.4,14.8,108.0,15625000.0,14375000.0,13125000.0,11875000.0,,,55000000.0,4.0,24.0,2.7,4.4,61.9,0.4,1.1,36.7,0.1,0.3,35.3,0.1,0.2,50.0,0.4,1.6,26.5,1.1,2.8,39.3,POR
132,Dennis Schröder,31.0,PG,52.0,41.0,28.6,4.9,11.8,0.413,1.9,5.4,0.355,3.0,6.4,0.462,0.494,2.2,2.5,0.855,0.3,2.3,2.6,5.3,1.0,0.1,2.2,2.5,13.8,121.0,13025250.0,,,,,,13025250.0,1.0,31.0,1.3,2.6,49.6,0.4,1.1,36.8,0.6,1.3,47.1,0.5,1.3,43.1,0.6,1.3,47.1,1.3,3.9,33.3,DET
133,Dereck Lively II,20.0,C,32.0,25.0,24.0,3.9,5.5,0.701,0.0,0.0,,3.9,5.5,0.701,0.701,1.4,2.2,0.638,3.1,4.8,7.8,2.6,0.5,1.7,1.2,2.9,9.1,245.0,5014560.0,5253360.0,7239131.0,,,,10267920.0,3.0,21.0,3.2,4.2,74.8,0.7,1.2,57.9,0.0,0.1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL
134,Derrick Jones Jr.,27.0,SF,54.0,49.0,24.9,4.1,8.0,0.514,1.0,2.8,0.353,3.1,5.2,0.599,0.575,1.0,1.3,0.75,1.3,2.2,3.5,0.8,1.1,0.4,0.9,2.1,10.2,168.0,9523810.0,10000000.0,10476190.0,,,,30000000.0,3.0,28.0,2.7,4.1,66.5,0.3,0.9,30.4,0.1,0.2,55.6,0.1,0.1,50.0,0.6,1.7,34.8,0.4,1.1,40.4,LAC
135,Derrick White,30.0,SG,54.0,54.0,33.6,5.5,12.4,0.445,3.4,8.7,0.384,2.2,3.7,0.591,0.581,1.8,2.1,0.842,0.9,3.5,4.4,4.3,0.8,1.1,1.6,1.8,16.2,84.0,20071429.0,28100000.0,30348000.0,32596000.0,34844000.0,,111115429.0,5.0,30.0,1.2,1.8,67.0,0.5,1.0,54.9,0.3,0.5,53.8,0.2,0.3,47.1,0.9,2.1,42.2,2.4,6.5,36.1,BOS
136,Desmond Bane,26.0,SG,46.0,45.0,30.8,6.7,13.8,0.488,2.2,5.8,0.385,4.5,8.0,0.562,0.569,2.3,2.6,0.86,0.9,4.9,5.8,5.4,1.2,0.4,2.5,2.4,18.0,42.0,34005250.0,36725670.0,39446090.0,42166510.0,44886930.0,,197230450.0,5.0,26.0,3.0,4.4,67.2,0.7,1.6,43.2,0.4,1.1,38.0,0.2,0.6,42.3,1.0,2.1,45.7,1.5,3.9,38.3,MEM
137,Devin Booker,28.0,SG,51.0,51.0,37.3,8.6,18.9,0.452,2.6,7.7,0.343,5.9,11.3,0.527,0.522,6.4,7.1,0.895,0.9,3.1,4.0,6.7,1.1,0.3,2.7,2.5,26.1,7.0,49205800.0,53142264.0,57078728.0,61015192.0,,,220441984.0,4.0,28.0,2.0,3.2,62.2,0.8,1.9,40.0,1.7,3.1,54.9,1.2,2.5,48.0,0.9,2.2,40.6,1.9,5.7,32.6,PHX
138,Devin Carter,22.0,PG,17.0,0.0,9.5,1.1,3.6,0.311,0.5,1.8,0.258,0.6,1.8,0.367,0.377,0.8,1.1,0.722,0.4,2.0,2.4,1.2,0.3,0.2,0.5,0.8,3.5,255.0,4689000.0,4923720.0,5158080.0,7370897.0,,,9612720.0,4.0,22.0,0.4,0.9,46.7,0.1,0.5,12.5,0.1,0.4,33.3,0.1,0.1,100.0,0.2,0.6,27.3,0.3,1.1,26.3,SAC
139,Devin Vassell,24.0,SG,40.0,29.0,30.2,5.8,13.6,0.428,2.2,6.3,0.344,3.7,7.4,0.498,0.506,1.5,2.0,0.772,0.6,2.8,3.4,2.8,1.2,0.5,1.4,1.6,15.3,54.0,29347826.0,27000000.0,27000000.0,24652174.0,27000000.0,,135000000.0,5.0,24.0,1.7,2.9,59.3,0.2,0.5,33.3,0.9,1.9,44.7,0.8,1.8,45.8,1.2,2.7,43.0,1.2,3.7,31.5,SAS
140,Dillon Brooks,29.0,SF,54.0,54.0,32.2,4.8,11.6,0.414,2.3,6.0,0.388,2.5,5.6,0.442,0.514,1.4,1.7,0.826,1.2,2.7,3.9,1.6,0.8,0.2,1.0,3.5,13.4,80.0,22255493.0,21124110.0,19992727.0,,,,63372330.0,3.0,29.0,1.0,2.1,50.0,0.5,1.2,43.9,0.6,1.5,36.6,0.2,0.6,34.4,1.1,2.5,44.8,1.3,3.6,37.2,HOU
